Região - Sigla;Estado - Sigla;Município;Revenda;Instalação - Código;Produto;Data da Coleta;Valor de Compra;Valor de Venda;Unidade de Medida;Bandeira
SE;SP;SAO JOSE DO RIO PRETO;AUTO POSTO DO IPE - RIO PRETO LTDA;35604;ETANOL;15/02/2018;;2.699;R$ / litro;BRANCA
SE;SP;SAO JOSE DO RIO PRETO;AUTO POSTO H. P. RIO PRETO EIRELI;35648;ETANOL;15/02/2018;2.5607;2.869;R$ / litro;IPIRANGA
SE;SP;SAO JOSE DO RIO PRETO;AUTO POSTO IMPERIAL RIO PRETO LTDA.;35634;ETANOL;15/02/2018;;2.987;R$ / litro;IPIRANGA
SE;SP;SAO JOSE DO RIO PRETO;AUTO POSTO ITAMARATI - MITOCONDRIA LTDA.;35614;ETANOL;15/02/2018;2.5594;2.779;R$ / litro;PETROBRAS DISTRIBUIDORA S.A.
SE;SP;SAO JOSE DO RIO PRETO;AUTO POSTO ITAMARATI LIBERTY LTDA.;35595;ETANOL;15/02/2018;2.5841;2.799;R$ / litro;PETROBRAS DISTRIBUIDORA S.A.
SE;SP;SAO JOSE DO RIO PRETO;AUTO POSTO M C RIO PRETO LTDA - ME;35644;ETANOL;15/02/2018;;2.795;R$ / litro;IPIRANGA
SE;SP;SAO JOSE DO RIO PRETO;AUTO POSTO MERCADÃO RIO PRETO LTDA.;35602;ETANOL;15/02/2018;;2.987;R$ / litro;IPIRANGA
SE;SP;SAO JOSE DO RIO PRETO;AUTO POSTO NARANJÃO LTDA.;186703;ETANOL;15/02/2018;;2.899;R$ / litro;IPIRANGA
SE;SP;SAO JOSE DO RIO PRETO;AUTO POSTO PACOCAO KM 52 LTDA;191084;ETANOL;15/02/2018;;2.659;R$ / litro;RAIZEN
SE;SP;SAO JOSE DO RIO PRETO;AUTO POSTO PARATI RIO PRETO LTDA.;35653;ETANOL;15/02/2018;;2.899;R$ / litro;IPIRANGA
SE;SP;SAO JOSE DO RIO PRETO;AUTO POSTO VILA AZUL - RIO PRETO LTDA.;35620;ETANOL;15/02/2018;;2.759;R$ / litro;BRANCA
SE;SP;SAO JOSE DO RIO PRETO;BIAL AUTO POSTO LTDA;35622;ETANOL;15/02/2018;;2.699;R$ / litro;PETROBRAS DISTRIBUIDORA S.A.
SE;SP;SAO JOSE DO RIO PRETO;CURVA DA GALINHA AUTO POSTO LTDA;35736;ETANOL;15/02/2018;2.5966;2.796;R$ / litro;RAIZEN
SE;SP;SAO JOSE DO RIO PRETO;FORTUNATO & ZAFANI LTDA;35655;ETANOL;15/02/2018;;2.879;R$ / litro;BRANCA
SE;SP;SAO JOSE DO RIO PRETO;IRMAOS PORCINI - RIO PRETO LTDA.;35681;ETANOL;15/02/2018;;2.669;R$ / litro;RAIZEN
SE;SP;SAO JOSE DO RIO PRETO;PETRO BADY COMERCIO DE COMBUSTIVEIS LTDA;35652;ETANOL;15/02/2018;;2.797;R$ / litro;RAIZEN
SE;SP;SAO JOSE DO RIO PRETO;POSTO ITAMARATI - JAYA LTDA;35751;ETANOL;15/02/2018;2.5263;2.659;R$ / litro;BRANCA
SE;SP;SAO JOSE DO RIO PRETO;POSTO ITAMARATI - STAR ALLIANCE LTDA;35624;ETANOL;15/02/2018;;2.779;R$ / litro;PETROBRAS DISTRIBUIDORA S.A.
SE;SP;SAO JOSE DO RIO PRETO;POSTO ITAMARATI - YANTRA LTDA;35635;ETANOL;15/02/2018;;2.779;R$ / litro;PETROBRAS DISTRIBUIDORA S.A.
SE;SP;SAO JOSE DO RIO PRETO;POSTO ITAMARATI PRAKASH LTDA;35626;ETANOL;15/02/2018;2.4951;2.779;R$ / litro;PETROBRAS DISTRIBUIDORA S.A.
SE;SP;SAO JOSE DO RIO PRETO;POSTO JACARANDA - RIO PRETO LTDA;35662;ETANOL;15/02/2018;;2.699;R$ / litro;BRANCA
SE;SP;SAO JOSE DO RIO PRETO;A P PALACE LTDA;35728;ETANOL;21/02/2018;;2.659;R$ / litro;BRANCA
SE;SP;SAO JOSE DO RIO PRETO;AUTO POSTO CECAP LTDA;35722;ETANOL;21/02/2018;;2.699;R$ / litro;IPIRANGA
SE;SP;SAO JOSE DO RIO PRETO;AUTO POSTO ELDORADO RIO PRETO LTDA;35684;ETANOL;21/02/2018;;2.659;R$ / litro;PETROBRAS DISTRIBUIDORA S.A.
SE;SP;SAO JOSE DO RIO PRETO;AUTO POSTO FENIX RIO PRETO LTDA;35608;ETANOL;21/02/2018;;2.997;R$ / litro;IPIRANGA
SE;SP;SAO JOSE DO RIO PRETO;AUTO POSTO FORTUNATO LTDA;35637;ETANOL;21/02/2018;;2.699;R$ / litro;BRANCA
SE;SP;SAO JOSE DO RIO PRETO;AUTO POSTO GENERAL LTDA;35784;ETANOL;21/02/2018;;2.947;R$ / litro;IPIRANGA
SE;SP;SAO JOSE DO RIO PRETO;AUTO POSTO ITAMARATI ABUNDÂNCIA LTDA;35742;ETANOL;21/02/2018;;2.659;R$ / litro;ALE COMBUSTÍVEIS
SE;SP;SAO JOSE DO RIO PRETO;AUTO POSTO MEDIANI PIRES LTDA;35761;ETANOL;21/02/2018;2.5028;2.695;R$ / litro;RAIZEN
SE;SP;SAO JOSE DO RIO PRETO;AUTO POSTO PEROLA - RIO PRETO LTDA.;35636;ETANOL;21/02/2018;;2.799;R$ / litro;PETROBRAS DISTRIBUIDORA S.A.
SE;SP;SAO JOSE DO RIO PRETO;AUTO POSTO PRIMAVERA MURCHID LTDA.;35609;ETANOL;21/02/2018;2.493;2.699;R$ / litro;RAIZEN
SE;SP;SAO JOSE DO RIO PRETO;AUTO POSTO RIO PIEDADE LTDA;35621;ETANOL;21/02/2018;;2.659;R$ / litro;BRANCA
SE;SP;SAO JOSE DO RIO PRETO;B. R. A. - UNIVERSO POSTO DE COMBUSTÍVEIS LTDA;35645;ETANOL;21/02/2018;2.4747;2.659;R$ / litro;BRANCA
SE;SP;SAO JOSE DO RIO PRETO;CHAPADI - AUTO POSTO LTDA;35766;ETANOL;21/02/2018;;2.659;R$ / litro;BRANCA
SE;SP;SAO JOSE DO RIO PRETO;MARTINELI AUTO POSTO LTDA;35731;ETANOL;21/02/2018;;2.899;R$ / litro;RAIZEN
SE;SP;SAO JOSE DO RIO PRETO;POSTO ITAMARATI - ANAHATA LTDA.;35596;ETANOL;21/02/2018;;2.699;R$ / litro;BRANCA
SE;SP;SAO JOSE DO RIO PRETO;POSTO ITAMARATI - ANANDA LTDA;35599;ETANOL;21/02/2018;2.6074;2.659;R$ / litro;PETROBRAS DISTRIBUIDORA S.A.
SE;SP;SAO JOSE DO RIO PRETO;POSTO ITAMARATI - MARCOPOLO LTDA;35627;ETANOL;21/02/2018;2.5859;2.699;R$ / litro;PETROBRAS DISTRIBUIDORA S.A.
SE;SP;SAO JOSE DO RIO PRETO;POSTO ITAMARATI MATEC LTDA;35631;ETANOL;21/02/2018;2.5263;2.659;R$ / litro;BRANCA
SE;SP;SAO JOSE DO RIO PRETO;POSTO ITAMARATI VISAO FUTURO LTDA;35677;ETANOL;21/02/2018;2.5263;2.659;R$ / litro;BRANCA
SE;SP;SAO JOSE DO RIO PRETO;POSTO MONTE CARLO RIO PRETO LTDA;35633;ETANOL;21/02/2018;;2.699;R$ / litro;PETROBRAS DISTRIBUIDORA S.A.
SE;SP;SAO JOSE DO RIO PRETO;POSTO PALESTRA COMBUSTIVEIS - RIO PRETO LTDA.;164533;ETANOL;21/02/2018;2.3691;2.659;R$ / litro;BRANCA
SE;SP;SAO JOSE DO RIO PRETO;R PORCINI & CIA LTDA;35694;ETANOL;21/02/2018;;2.649;R$ / litro;BRANCA
SE;SP;SAO JOSE DO RIO PRETO;ROMANO MORGON ZANI & CIA LTDA;35705;ETANOL;21/02/2018;;2.699;R$ / litro;PETROBRAS DISTRIBUIDORA S.A.
SE;SP;SAO JOSE DO RIO PRETO;AUTO POSTO ANDORINHAS RIO PRETO LTDA;35707;ETANOL;28/02/2018;2.6097;2.799;R$ / litro;IPIRANGA
SE;SP;SAO JOSE DO RIO PRETO;AUTO POSTO CANAA RIO PRETO LTDA;35702;ETANOL;28/02/2018;;2.699;R$ / litro;IPIRANGA
SE;SP;SAO JOSE DO RIO PRETO;AUTO POSTO DO IPE - RIO PRETO LTDA;35604;ETANOL;28/02/2018;;2.639;R$ / litro;BRANCA
SE;SP;SAO JOSE DO RIO PRETO;AUTO POSTO H. P. RIO PRETO EIRELI;35648;ETANOL;28/02/2018;;2.795;R$ / litro;IPIRANGA
SE;SP;SAO JOSE DO RIO PRETO;AUTO POSTO ITAIPU BASSITT LTDA;35666;ETANOL;28/02/2018;2.4802;2.699;R$ / litro;RAIZEN
SE;SP;SAO JOSE DO RIO PRETO;AUTO POSTO ITAMARATI - MITOCONDRIA LTDA.;35614;ETANOL;28/02/2018;2.6064;2.699;R$ / litro;PETROBRAS DISTRIBUIDORA S.A.
SE;SP;SAO JOSE DO RIO PRETO;AUTO POSTO ITAMARATI LIBERTY LTDA.;35595;ETANOL;28/02/2018;2.6145;2.699;R$ / litro;PETROBRAS DISTRIBUIDORA S.A.
SE;SP;SAO JOSE DO RIO PRETO;AUTO POSTO M C RIO PRETO LTDA - ME;35644;ETANOL;28/02/2018;;2.799;R$ / litro;IPIRANGA
SE;SP;SAO JOSE DO RIO PRETO;AUTO POSTO MERCADÃO RIO PRETO LTDA.;35602;ETANOL;28/02/2018;;2.917;R$ / litro;IPIRANGA
SE;SP;SAO JOSE DO RIO PRETO;AUTO POSTO NARANJÃO LTDA.;186703;ETANOL;28/02/2018;2.5072;2.799;R$ / litro;IPIRANGA
SE;SP;SAO JOSE DO RIO PRETO;AUTO POSTO PORCINO LTDA;35715;ETANOL;28/02/2018;2.498;2.979;R$ / litro;RAIZEN
SE;SP;SAO JOSE DO RIO PRETO;AUTO POSTO SALOME LTDA.;35732;ETANOL;28/02/2018;2.5871;2.797;R$ / litro;IPIRANGA
SE;SP;SAO JOSE DO RIO PRETO;BIAL AUTO POSTO LTDA;35622;ETANOL;28/02/2018;;2.599;R$ / litro;PETROBRAS DISTRIBUIDORA S.A.
SE;SP;SAO JOSE DO RIO PRETO;CURVA DA GALINHA AUTO POSTO LTDA;35736;ETANOL;28/02/2018;;2.699;R$ / litro;RAIZEN
SE;SP;SAO JOSE DO RIO PRETO;FORTUNATO & ZAFANI LTDA;35655;ETANOL;28/02/2018;;2.699;R$ / litro;BRANCA
SE;SP;SAO JOSE DO RIO PRETO;IRMAOS PORCINI - RIO PRETO LTDA.;35681;ETANOL;28/02/2018;2.4579;2.569;R$ / litro;RAIZEN
SE;SP;SAO JOSE DO RIO PRETO;PETRO BADY COMERCIO DE COMBUSTIVEIS LTDA;35652;ETANOL;28/02/2018;2.5411;2.697;R$ / litro;RAIZEN
SE;SP;SAO JOSE DO RIO PRETO;POSTO ITAMARATI - JAYA LTDA;35751;ETANOL;28/02/2018;2.5263;2.659;R$ / litro;BRANCA
SE;SP;SAO JOSE DO RIO PRETO;POSTO ITAMARATI - STAR ALLIANCE LTDA;35624;ETANOL;28/02/2018;2.5895;2.699;R$ / litro;PETROBRAS DISTRIBUIDORA S.A.
SE;SP;SAO JOSE DO RIO PRETO;POSTO ITAMARATI - YANTRA LTDA;35635;ETANOL;28/02/2018;2.5895;2.779;R$ / litro;PETROBRAS DISTRIBUIDORA S.A.
SE;SP;SAO JOSE DO RIO PRETO;POSTO ITAMARATI PRAKASH LTDA;35626;ETANOL;28/02/2018;2.5859;2.699;R$ / litro;PETROBRAS DISTRIBUIDORA S.A.
SE;SP;SAO JOSE DO RIO PRETO;POSTO JACARANDA - RIO PRETO LTDA;35662;ETANOL;28/02/2018;;2.799;R$ / litro;BRANCA
SE;SP;SAO JOSE DO RIO PRETO;VITORIA COMERCIO DE DERIVADOS DE PETROLEO LTDA.;35701;ETANOL;28/02/2018;;2.899;R$ / litro;PETROBRAS DISTRIBUIDORA S.A.
SE;SP;SAO JOSE DO RIO PRETO;A P PALACE LTDA;35728;ETANOL;07/03/2018;2.475;2.629;R$ / litro;BRANCA
SE;SP;SAO JOSE DO RIO PRETO;AUTO POSTO BEIRA DO RIO - RIO PRETO LTDA.;202301;ETANOL;07/03/2018;;2.799;R$ / litro;IPIRANGA
SE;SP;SAO JOSE DO RIO PRETO;AUTO POSTO CECAP LTDA;35722;ETANOL;07/03/2018;;2.699;R$ / litro;IPIRANGA
SE;SP;SAO JOSE DO RIO PRETO;AUTO POSTO DORADAO RIO PRETO LTDA;35632;ETANOL;07/03/2018;2.4695;2.57;R$ / litro;BRANCA
SE;SP;SAO JOSE DO RIO PRETO;AUTO POSTO ELDORADO RIO PRETO LTDA;35684;ETANOL;07/03/2018;2.4534;2.659;R$ / litro;PETROBRAS DISTRIBUIDORA S.A.
SE;SP;SAO JOSE DO RIO PRETO;AUTO POSTO FENIX RIO PRETO LTDA;35608;ETANOL;07/03/2018;;2.997;R$ / litro;IPIRANGA
SE;SP;SAO JOSE DO RIO PRETO;AUTO POSTO FERNANDO COSTA LTDA;35646;ETANOL;07/03/2018;;2.659;R$ / litro;IPIRANGA
SE;SP;SAO JOSE DO RIO PRETO;AUTO POSTO FLORIDO - RIO PRETO LTDA.;35603;ETANOL;07/03/2018;2.5944;2.997;R$ / litro;IPIRANGA
SE;SP;SAO JOSE DO RIO PRETO;AUTO POSTO FORTUNATO LTDA;35637;ETANOL;07/03/2018;;2.699;R$ / litro;BRANCA
SE;SP;SAO JOSE DO RIO PRETO;AUTO POSTO ITAMARATI ABUNDÂNCIA LTDA;35742;ETANOL;07/03/2018;;2.659;R$ / litro;ALE COMBUSTÍVEIS
SE;SP;SAO JOSE DO RIO PRETO;AUTO POSTO PEROLA - RIO PRETO LTDA.;35636;ETANOL;07/03/2018;;2.799;R$ / litro;PETROBRAS DISTRIBUIDORA S.A.
SE;SP;SAO JOSE DO RIO PRETO;AUTO POSTO PRIMAVERA MURCHID LTDA.;35609;ETANOL;07/03/2018;2.476;2.699;R$ / litro;RAIZEN
SE;SP;SAO JOSE DO RIO PRETO;AUTO POSTO RIO PIEDADE LTDA;35621;ETANOL;07/03/2018;;2.579;R$ / litro;BRANCA
SE;SP;SAO JOSE DO RIO PRETO;AUTO POSTO VIP RIO PRETO LTDA;35605;ETANOL;07/03/2018;2.5217;2.799;R$ / litro;BRANCA
SE;SP;SAO JOSE DO RIO PRETO;ECO POSTO AEROPORTO - EIRELI;35642;ETANOL;07/03/2018;2.5035;2.689;R$ / litro;PETROBRAS DISTRIBUIDORA S.A.
SE;SP;SAO JOSE DO RIO PRETO;MARTINELI AUTO POSTO LTDA;35731;ETANOL;07/03/2018;;2.899;R$ / litro;RAIZEN
SE;SP;SAO JOSE DO RIO PRETO;POSTO ITAMARATI - ANAHATA LTDA.;35596;ETANOL;07/03/2018;;2.659;R$ / litro;BRANCA
SE;SP;SAO JOSE DO RIO PRETO;POSTO ITAMARATI - ANANDA LTDA;35599;ETANOL;07/03/2018;;2.659;R$ / litro;PETROBRAS DISTRIBUIDORA S.A.
SE;SP;SAO JOSE DO RIO PRETO;POSTO ITAMARATI MATEC LTDA;35631;ETANOL;07/03/2018;;2.659;R$ / litro;BRANCA
SE;SP;SAO JOSE DO RIO PRETO;POSTO ITAMARATI VISAO FUTURO LTDA;35677;ETANOL;07/03/2018;;2.659;R$ / litro;BRANCA
SE;SP;SAO JOSE DO RIO PRETO;POSTO MONTE CARLO RIO PRETO LTDA;35633;ETANOL;07/03/2018;;2.649;R$ / litro;PETROBRAS DISTRIBUIDORA S.A.
SE;SP;SAO JOSE DO RIO PRETO;POSTO PALESTRA COMBUSTIVEIS - RIO PRETO LTDA.;164533;ETANOL;07/03/2018;;2.579;R$ / litro;BRANCA
SE;SP;SAO JOSE DO RIO PRETO;ROMANO MORGON ZANI & CIA LTDA;35705;ETANOL;07/03/2018;;2.699;R$ / litro;PETROBRAS DISTRIBUIDORA S.A.
SE;SP;SAO JOSE DO RIO PRETO;AUTO POSTO ANDORINHAS RIO PRETO LTDA;35707;ETANOL;14/03/2018;;2.799;R$ / litro;IPIRANGA
SE;SP;SAO JOSE DO RIO PRETO;AUTO POSTO DO IPE - RIO PRETO LTDA;35604;ETANOL;14/03/2018;2.555;2.639;R$ / litro;BRANCA
SE;SP;SAO JOSE DO RIO PRETO;AUTO POSTO H. P. RIO PRETO EIRELI;35648;ETANOL;14/03/2018;2.47;2.595;R$ / litro;IPIRANGA
SE;SP;SAO JOSE DO RIO PRETO;AUTO POSTO ITAIPU BASSITT LTDA;35666;ETANOL;14/03/2018;2.4959;2.699;R$ / litro;RAIZEN
SE;SP;SAO JOSE DO RIO PRETO;AUTO POSTO ITAMARATI - MITOCONDRIA LTDA.;35614;ETANOL;14/03/2018;2.5909;2.699;R$ / litro;PETROBRAS DISTRIBUIDORA S.A.
SE;SP;SAO JOSE DO RIO PRETO;AUTO POSTO ITAMARATI LIBERTY LTDA.;35595;ETANOL;14/03/2018;2.5773;2.699;R$ / litro;PETROBRAS DISTRIBUIDORA S.A.
SE;SP;SAO JOSE DO RIO PRETO;AUTO POSTO M C RIO PRETO LTDA - ME;35644;ETANOL;14/03/2018;;2.689;R$ / litro;IPIRANGA
SE;SP;SAO JOSE DO RIO PRETO;AUTO POSTO MERCADÃO RIO PRETO LTDA.;35602;ETANOL;14/03/2018;;2.947;R$ / litro;IPIRANGA
SE;SP;SAO JOSE DO RIO PRETO;AUTO POSTO NARANJÃO LTDA.;186703;ETANOL;14/03/2018;2.452;2.599;R$ / litro;IPIRANGA
SE;SP;SAO JOSE DO RIO PRETO;AUTO POSTO PACOCAO KM 52 LTDA;191084;ETANOL;14/03/2018;;2.599;R$ / litro;RAIZEN
SE;SP;SAO JOSE DO RIO PRETO;AUTO POSTO PORCINO LTDA;35715;ETANOL;14/03/2018;2.5143;2.595;R$ / litro;RAIZEN
SE;SP;SAO JOSE DO RIO PRETO;AUTO POSTO POTI LTDA;35717;ETANOL;14/03/2018;2.471;2.885;R$ / litro;IPIRANGA
SE;SP;SAO JOSE DO RIO PRETO;BIAL AUTO POSTO LTDA;35622;ETANOL;14/03/2018;;2.599;R$ / litro;PETROBRAS DISTRIBUIDORA S.A.
SE;SP;SAO JOSE DO RIO PRETO;CURVA DA GALINHA AUTO POSTO LTDA;35736;ETANOL;14/03/2018;2.4774;2.796;R$ / litro;RAIZEN
SE;SP;SAO JOSE DO RIO PRETO;FORTUNATO & ZAFANI LTDA;35655;ETANOL;14/03/2018;;2.699;R$ / litro;BRANCA
SE;SP;SAO JOSE DO RIO PRETO;IRMAOS PORCINI - RIO PRETO LTDA.;35681;ETANOL;14/03/2018;2.4781;2.599;R$ / litro;RAIZEN
SE;SP;SAO JOSE DO RIO PRETO;PETRO BADY COMERCIO DE COMBUSTIVEIS LTDA;35652;ETANOL;14/03/2018;2.6103;2.797;R$ / litro;RAIZEN
SE;SP;SAO JOSE DO RIO PRETO;POSTO ITAMARATI - JAYA LTDA;35751;ETANOL;14/03/2018;2.516;2.659;R$ / litro;BRANCA
SE;SP;SAO JOSE DO RIO PRETO;POSTO ITAMARATI - STAR ALLIANCE LTDA;35624;ETANOL;14/03/2018;2.491;2.659;R$ / litro;PETROBRAS DISTRIBUIDORA S.A.
SE;SP;SAO JOSE DO RIO PRETO;POSTO ITAMARATI - YANTRA LTDA;35635;ETANOL;14/03/2018;2.591;2.659;R$ / litro;PETROBRAS DISTRIBUIDORA S.A.
SE;SP;SAO JOSE DO RIO PRETO;POSTO ITAMARATI PRAKASH LTDA;35626;ETANOL;14/03/2018;2.5469;2.669;R$ / litro;PETROBRAS DISTRIBUIDORA S.A.
SE;SP;SAO JOSE DO RIO PRETO;POSTO JACARANDA - RIO PRETO LTDA;35662;ETANOL;14/03/2018;;2.639;R$ / litro;BRANCA
SE;SP;SAO JOSE DO RIO PRETO;VITORIA COMERCIO DE DERIVADOS DE PETROLEO LTDA.;35701;ETANOL;14/03/2018;2.505;2.899;R$ / litro;PETROBRAS DISTRIBUIDORA S.A.
SE;SP;SAO JOSE DO RIO PRETO;AUTO POSTO CECAP LTDA;35722;ETANOL;20/03/2018;;2.687;R$ / litro;IPIRANGA
SE;SP;SAO JOSE DO RIO PRETO;AUTO POSTO DORADAO RIO PRETO LTDA;35632;ETANOL;20/03/2018;;2.57;R$ / litro;BRANCA
SE;SP;SAO JOSE DO RIO PRETO;AUTO POSTO ELDORADO RIO PRETO LTDA;35684;ETANOL;20/03/2018;;2.659;R$ / litro;PETROBRAS DISTRIBUIDORA S.A.
SE;SP;SAO JOSE DO RIO PRETO;AUTO POSTO FLORIDO - RIO PRETO LTDA.;35603;ETANOL;20/03/2018;2.5944;2.999;R$ / litro;IPIRANGA
SE;SP;SAO JOSE DO RIO PRETO;AUTO POSTO FORTUNATO LTDA;35637;ETANOL;20/03/2018;;2.699;R$ / litro;BRANCA
SE;SP;SAO JOSE DO RIO PRETO;AUTO POSTO ITAMARATI ABUNDÂNCIA LTDA;35742;ETANOL;20/03/2018;2.5998;2.659;R$ / litro;ALE COMBUSTÍVEIS
SE;SP;SAO JOSE DO RIO PRETO;AUTO POSTO PEROLA - RIO PRETO LTDA.;35636;ETANOL;20/03/2018;;2.799;R$ / litro;PETROBRAS DISTRIBUIDORA S.A.
SE;SP;SAO JOSE DO RIO PRETO;AUTO POSTO PRIMAVERA MURCHID LTDA.;35609;ETANOL;20/03/2018;2.4599;2.699;R$ / litro;RAIZEN
SE;SP;SAO JOSE DO RIO PRETO;AUTO POSTO RIO PIEDADE LTDA;35621;ETANOL;20/03/2018;;2.559;R$ / litro;BRANCA
SE;SP;SAO JOSE DO RIO PRETO;AUTO POSTO VIP RIO PRETO LTDA;35605;ETANOL;20/03/2018;;2.589;R$ / litro;BRANCA
SE;SP;SAO JOSE DO RIO PRETO;CHAPADI - AUTO POSTO LTDA;35766;ETANOL;20/03/2018;;2.559;R$ / litro;BRANCA
SE;SP;SAO JOSE DO RIO PRETO;ECO POSTO AEROPORTO - EIRELI;35642;ETANOL;20/03/2018;;2.789;R$ / litro;PETROBRAS DISTRIBUIDORA S.A.
SE;SP;SAO JOSE DO RIO PRETO;PERES & PERES LTDA;35664;ETANOL;20/03/2018;;2.869;R$ / litro;IPIRANGA
SE;SP;SAO JOSE DO RIO PRETO;POSTO AVENIDA SAUDADE RIO PRETO LTDA;35748;ETANOL;20/03/2018;;2.599;R$ / litro;ALESAT
SE;SP;SAO JOSE DO RIO PRETO;POSTO ITAMARATI - ANAHATA LTDA.;35596;ETANOL;20/03/2018;2.5825;2.659;R$ / litro;BRANCA
SE;SP;SAO JOSE DO RIO PRETO;POSTO ITAMARATI - ANANDA LTDA;35599;ETANOL;20/03/2018;2.591;2.659;R$ / litro;PETROBRAS DISTRIBUIDORA S.A.
SE;SP;SAO JOSE DO RIO PRETO;POSTO ITAMARATI - MARCOPOLO LTDA;35627;ETANOL;20/03/2018;;2.659;R$ / litro;PETROBRAS DISTRIBUIDORA S.A.
SE;SP;SAO JOSE DO RIO PRETO;POSTO ITAMARATI MATEC LTDA;35631;ETANOL;20/03/2018;;2.599;R$ / litro;BRANCA
SE;SP;SAO JOSE DO RIO PRETO;POSTO ITAMARATI VISAO FUTURO LTDA;35677;ETANOL;20/03/2018;;2.659;R$ / litro;BRANCA
SE;SP;SAO JOSE DO RIO PRETO;POSTO MONTE CARLO RIO PRETO LTDA;35633;ETANOL;20/03/2018;2.5004;2.649;R$ / litro;PETROBRAS DISTRIBUIDORA S.A.
SE;SP;SAO JOSE DO RIO PRETO;POSTO PALESTRA COMBUSTIVEIS - RIO PRETO LTDA.;164533;ETANOL;20/03/2018;2.3822;2.559;R$ / litro;BRANCA
SE;SP;SAO JOSE DO RIO PRETO;R PORCINI & CIA LTDA;35694;ETANOL;20/03/2018;;2.579;R$ / litro;BRANCA
SE;SP;SAO JOSE DO RIO PRETO;ROMANO MORGON ZANI & CIA LTDA;35705;ETANOL;20/03/2018;;2.699;R$ / litro;PETROBRAS DISTRIBUIDORA S.A.
SE;SP;SAO JOSE DO RIO PRETO;AUTO POSTO ANDORINHAS RIO PRETO LTDA;35707;ETANOL;29/03/2018;;2.799;R$ / litro;IPIRANGA
SE;SP;SAO JOSE DO RIO PRETO;AUTO POSTO DO IPE - RIO PRETO LTDA;35604;ETANOL;29/03/2018;;2.639;R$ / litro;BRANCA
SE;SP;SAO JOSE DO RIO PRETO;AUTO POSTO H. P. RIO PRETO EIRELI;35648;ETANOL;29/03/2018;;2.595;R$ / litro;IPIRANGA
SE;SP;SAO JOSE DO RIO PRETO;AUTO POSTO ITAIPU BASSITT LTDA;35666;ETANOL;29/03/2018;2.4958;2.699;R$ / litro;RAIZEN
SE;SP;SAO JOSE DO RIO PRETO;AUTO POSTO ITAMARATI - MITOCONDRIA LTDA.;35614;ETANOL;29/03/2018;2.4671;2.549;R$ / litro;PETROBRAS DISTRIBUIDORA S.A.
SE;SP;SAO JOSE DO RIO PRETO;AUTO POSTO M C RIO PRETO LTDA - ME;35644;ETANOL;29/03/2018;;2.689;R$ / litro;IPIRANGA
SE;SP;SAO JOSE DO RIO PRETO;AUTO POSTO MERCADÃO RIO PRETO LTDA.;35602;ETANOL;29/03/2018;;2.947;R$ / litro;IPIRANGA
SE;SP;SAO JOSE DO RIO PRETO;AUTO POSTO NARANJÃO LTDA.;186703;ETANOL;29/03/2018;;2.499;R$ / litro;IPIRANGA
SE;SP;SAO JOSE DO RIO PRETO;AUTO POSTO PACOCAO KM 52 LTDA;191084;ETANOL;29/03/2018;;2.499;R$ / litro;RAIZEN
SE;SP;SAO JOSE DO RIO PRETO;AUTO POSTO PORCINO LTDA;35715;ETANOL;29/03/2018;;2.495;R$ / litro;RAIZEN
SE;SP;SAO JOSE DO RIO PRETO;AUTO POSTO POTI LTDA;35717;ETANOL;29/03/2018;;2.785;R$ / litro;IPIRANGA
SE;SP;SAO JOSE DO RIO PRETO;AUTO POSTO SALOME LTDA.;35732;ETANOL;29/03/2018;;2.797;R$ / litro;IPIRANGA
SE;SP;SAO JOSE DO RIO PRETO;BIAL AUTO POSTO LTDA;35622;ETANOL;29/03/2018;;2.599;R$ / litro;PETROBRAS DISTRIBUIDORA S.A.
SE;SP;SAO JOSE DO RIO PRETO;CURVA DA GALINHA AUTO POSTO LTDA;35736;ETANOL;29/03/2018;;2.796;R$ / litro;RAIZEN
SE;SP;SAO JOSE DO RIO PRETO;FORTUNATO & ZAFANI LTDA;35655;ETANOL;29/03/2018;;2.699;R$ / litro;BRANCA
SE;SP;SAO JOSE DO RIO PRETO;IRMAOS PORCINI - RIO PRETO LTDA.;35681;ETANOL;29/03/2018;;2.499;R$ / litro;RAIZEN
SE;SP;SAO JOSE DO RIO PRETO;PETRO BADY COMERCIO DE COMBUSTIVEIS LTDA;35652;ETANOL;29/03/2018;;2.797;R$ / litro;RAIZEN
SE;SP;SAO JOSE DO RIO PRETO;POSTO ITAMARATI - JAYA LTDA;35751;ETANOL;29/03/2018;2.5319;2.599;R$ / litro;BRANCA
SE;SP;SAO JOSE DO RIO PRETO;POSTO ITAMARATI - STAR ALLIANCE LTDA;35624;ETANOL;29/03/2018;2.4688;2.549;R$ / litro;PETROBRAS DISTRIBUIDORA S.A.
SE;SP;SAO JOSE DO RIO PRETO;POSTO ITAMARATI - YANTRA LTDA;35635;ETANOL;29/03/2018;2.4541;2.539;R$ / litro;PETROBRAS DISTRIBUIDORA S.A.
SE;SP;SAO JOSE DO RIO PRETO;POSTO ITAMARATI PRAKASH LTDA;35626;ETANOL;29/03/2018;;2.599;R$ / litro;PETROBRAS DISTRIBUIDORA S.A.
SE;SP;SAO JOSE DO RIO PRETO;POSTO JACARANDA - RIO PRETO LTDA;35662;ETANOL;29/03/2018;;2.639;R$ / litro;BRANCA
