Região - Sigla	Estado - Sigla	Município	Revenda	Produto	Data da Coleta	Valor de Compra	Valor de Venda	Unidade de Medida	Bandeira
SE	SP	SAO JOSE DO RIO PRETO	POSTO ITAMARATI - MARCOPOLO LTDA	DIESEL S10	07/02/2018	3	3,379	R$ / litro	PETROBRAS DISTRIBUIDORA S.A.
SE	SP	SAO JOSE DO RIO PRETO	POSTO PALESTRA COMBUSTIVEIS - RIO PRETO LTDA.	DIESEL S10	07/02/2018	2,9102	3,359	R$ / litro	BRANCA
SE	SP	SAO JOSE DO RIO PRETO	R PORCINI & CIA LTDA	DIESEL S10	07/02/2018		3,299	R$ / litro	BRANCA
SE	SP	SAO JOSE DO RIO PRETO	ROMANO MORGON ZANI & CIA LTDA	DIESEL S10	07/02/2018		3,399	R$ / litro	PETROBRAS DISTRIBUIDORA S.A.
SE	SP	SAO JOSE DO RIO PRETO	AUTO POSTO ANDORINHAS RIO PRETO LTDA	DIESEL S10	15/02/2018		3,399	R$ / litro	IPIRANGA
SE	SP	SAO JOSE DO RIO PRETO	AUTO POSTO CANAA RIO PRETO LTDA	DIESEL S10	15/02/2018		3,497	R$ / litro	IPIRANGA
SE	SP	SAO JOSE DO RIO PRETO	AUTO POSTO DO IPE - RIO PRETO LTDA	DIESEL S10	15/02/2018		3,199	R$ / litro	BRANCA
SE	SP	SAO JOSE DO RIO PRETO	AUTO POSTO H. P. RIO PRETO EIRELI	DIESEL S10	15/02/2018		3,379	R$ / litro	IPIRANGA
SE	SP	SAO JOSE DO RIO PRETO	AUTO POSTO IMPERIAL RIO PRETO LTDA.	DIESEL S10	15/02/2018		3,487	R$ / litro	IPIRANGA
SE	SP	SAO JOSE DO RIO PRETO	AUTO POSTO ITAMARATI - MITOCONDRIA LTDA.	DIESEL S10	15/02/2018	3,015	3,359	R$ / litro	PETROBRAS DISTRIBUIDORA S.A.
SE	SP	SAO JOSE DO RIO PRETO	AUTO POSTO ITAMARATI LIBERTY LTDA.	DIESEL S10	15/02/2018		3,299	R$ / litro	PETROBRAS DISTRIBUIDORA S.A.
SE	SP	SAO JOSE DO RIO PRETO	AUTO POSTO M C RIO PRETO LTDA - ME	DIESEL S10	15/02/2018		3,399	R$ / litro	IPIRANGA
SE	SP	SAO JOSE DO RIO PRETO	AUTO POSTO MERCADÃO RIO PRETO LTDA.	DIESEL S10	15/02/2018		3,487	R$ / litro	IPIRANGA
SE	SP	SAO JOSE DO RIO PRETO	AUTO POSTO PACOCAO KM 52 LTDA	DIESEL S10	15/02/2018		3,159	R$ / litro	RAIZEN
SE	SP	SAO JOSE DO RIO PRETO	AUTO POSTO VILA AZUL - RIO PRETO LTDA.	DIESEL S10	15/02/2018		3,209	R$ / litro	BRANCA
SE	SP	SAO JOSE DO RIO PRETO	CURVA DA GALINHA AUTO POSTO LTDA	DIESEL S10	15/02/2018		3,296	R$ / litro	RAIZEN
SE	SP	SAO JOSE DO RIO PRETO	FORTUNATO & ZAFANI LTDA	DIESEL S10	15/02/2018		3,259	R$ / litro	BRANCA
SE	SP	SAO JOSE DO RIO PRETO	PETRO BADY COMERCIO DE COMBUSTIVEIS LTDA	DIESEL S10	15/02/2018		3,397	R$ / litro	RAIZEN
SE	SP	SAO JOSE DO RIO PRETO	POSTO ITAMARATI  JAYA LTDA	DIESEL S10	15/02/2018	2,98	3,299	R$ / litro	BRANCA
SE	SP	SAO JOSE DO RIO PRETO	POSTO ITAMARATI - STAR ALLIANCE LTDA	DIESEL S10	15/02/2018		3,329	R$ / litro	PETROBRAS DISTRIBUIDORA S.A.
SE	SP	SAO JOSE DO RIO PRETO	POSTO ITAMARATI PRAKASH LTDA	DIESEL S10	15/02/2018		3,299	R$ / litro	PETROBRAS DISTRIBUIDORA S.A.
SE	SP	SAO JOSE DO RIO PRETO	POSTO JACARANDA - RIO PRETO LTDA	DIESEL S10	15/02/2018		3,199	R$ / litro	BRANCA
SE	SP	SAO JOSE DO RIO PRETO	AUTO POSTO CECAP LTDA	DIESEL S10	21/02/2018		3,499	R$ / litro	IPIRANGA
SE	SP	SAO JOSE DO RIO PRETO	AUTO POSTO FENIX RIO PRETO LTDA	DIESEL S10	21/02/2018		3,497	R$ / litro	IPIRANGA
SE	SP	SAO JOSE DO RIO PRETO	AUTO POSTO GENERAL LTDA	DIESEL S10	21/02/2018		3,397	R$ / litro	IPIRANGA
SE	SP	SAO JOSE DO RIO PRETO	AUTO POSTO MEDIANI PIRES LTDA	DIESEL S10	21/02/2018	3,029	3,395	R$ / litro	RAIZEN
SE	SP	SAO JOSE DO RIO PRETO	AUTO POSTO PEROLA - RIO PRETO LTDA.	DIESEL S10	21/02/2018		3,399	R$ / litro	PETROBRAS DISTRIBUIDORA S.A.
SE	SP	SAO JOSE DO RIO PRETO	AUTO POSTO PRIMAVERA MURCHID LTDA.	DIESEL S10	21/02/2018	2,9769	3,499	R$ / litro	RAIZEN
SE	SP	SAO JOSE DO RIO PRETO	AUTO POSTO RIO PIEDADE LTDA	DIESEL S10	21/02/2018		3,199	R$ / litro	BRANCA
SE	SP	SAO JOSE DO RIO PRETO	CHAPADI - AUTO POSTO LTDA	DIESEL S10	21/02/2018		3,259	R$ / litro	BRANCA
SE	SP	SAO JOSE DO RIO PRETO	MARTINELI AUTO POSTO LTDA	DIESEL S10	21/02/2018		3,199	R$ / litro	RAIZEN
SE	SP	SAO JOSE DO RIO PRETO	POSTO ITAMARATI - ANANDA LTDA	DIESEL S10	21/02/2018	3,012	3,299	R$ / litro	PETROBRAS DISTRIBUIDORA S.A.
SE	SP	SAO JOSE DO RIO PRETO	POSTO ITAMARATI - MARCOPOLO LTDA	DIESEL S10	21/02/2018		3,299	R$ / litro	PETROBRAS DISTRIBUIDORA S.A.
SE	SP	SAO JOSE DO RIO PRETO	POSTO MONTE CARLO RIO PRETO LTDA	DIESEL S10	21/02/2018		3,199	R$ / litro	PETROBRAS DISTRIBUIDORA S.A.
SE	SP	SAO JOSE DO RIO PRETO	POSTO PALESTRA COMBUSTIVEIS - RIO PRETO LTDA.	DIESEL S10	21/02/2018	2,8521	3,199	R$ / litro	BRANCA
SE	SP	SAO JOSE DO RIO PRETO	R PORCINI & CIA LTDA	DIESEL S10	21/02/2018		3,259	R$ / litro	BRANCA
SE	SP	SAO JOSE DO RIO PRETO	ROMANO MORGON ZANI & CIA LTDA	DIESEL S10	21/02/2018		3,399	R$ / litro	PETROBRAS DISTRIBUIDORA S.A.
SE	SP	SAO JOSE DO RIO PRETO	AUTO POSTO ANDORINHAS RIO PRETO LTDA	DIESEL S10	28/02/2018		3,399	R$ / litro	IPIRANGA
SE	SP	SAO JOSE DO RIO PRETO	AUTO POSTO CANAA RIO PRETO LTDA	DIESEL S10	28/02/2018		3,309	R$ / litro	IPIRANGA
SE	SP	SAO JOSE DO RIO PRETO	AUTO POSTO DO IPE - RIO PRETO LTDA	DIESEL S10	28/02/2018		3,199	R$ / litro	BRANCA
SE	SP	SAO JOSE DO RIO PRETO	AUTO POSTO H. P. RIO PRETO EIRELI	DIESEL S10	28/02/2018		3,779	R$ / litro	IPIRANGA
SE	SP	SAO JOSE DO RIO PRETO	AUTO POSTO ITAIPU BASSITT LTDA	DIESEL S10	28/02/2018	3,073	3,349	R$ / litro	RAIZEN
SE	SP	SAO JOSE DO RIO PRETO	AUTO POSTO ITAMARATI - MITOCONDRIA LTDA.	DIESEL S10	28/02/2018	2,923	3,359	R$ / litro	PETROBRAS DISTRIBUIDORA S.A.
SE	SP	SAO JOSE DO RIO PRETO	AUTO POSTO ITAMARATI LIBERTY LTDA.	DIESEL S10	28/02/2018	2,918	3,299	R$ / litro	PETROBRAS DISTRIBUIDORA S.A.
SE	SP	SAO JOSE DO RIO PRETO	AUTO POSTO M C RIO PRETO LTDA - ME	DIESEL S10	28/02/2018		3,399	R$ / litro	IPIRANGA
SE	SP	SAO JOSE DO RIO PRETO	AUTO POSTO MERCADÃO RIO PRETO LTDA.	DIESEL S10	28/02/2018		3,397	R$ / litro	IPIRANGA
SE	SP	SAO JOSE DO RIO PRETO	AUTO POSTO PORCINO LTDA	DIESEL S10	28/02/2018	3,047	3,479	R$ / litro	RAIZEN
SE	SP	SAO JOSE DO RIO PRETO	AUTO POSTO SALOME LTDA	DIESEL S10	28/02/2018		3,397	R$ / litro	IPIRANGA
SE	SP	SAO JOSE DO RIO PRETO	CURVA DA GALINHA AUTO POSTO LTDA	DIESEL S10	28/02/2018		3,399	R$ / litro	RAIZEN
SE	SP	SAO JOSE DO RIO PRETO	FORTUNATO & ZAFANI LTDA	DIESEL S10	28/02/2018		3,199	R$ / litro	BRANCA
SE	SP	SAO JOSE DO RIO PRETO	PETRO BADY COMERCIO DE COMBUSTIVEIS LTDA	DIESEL S10	28/02/2018		3,297	R$ / litro	RAIZEN
SE	SP	SAO JOSE DO RIO PRETO	POSTO ITAMARATI  JAYA LTDA	DIESEL S10	28/02/2018	2,857	3,299	R$ / litro	BRANCA
SE	SP	SAO JOSE DO RIO PRETO	POSTO ITAMARATI - STAR ALLIANCE LTDA	DIESEL S10	28/02/2018		3,329	R$ / litro	PETROBRAS DISTRIBUIDORA S.A.
SE	SP	SAO JOSE DO RIO PRETO	POSTO ITAMARATI PRAKASH LTDA	DIESEL S10	28/02/2018		3,299	R$ / litro	PETROBRAS DISTRIBUIDORA S.A.
SE	SP	SAO JOSE DO RIO PRETO	POSTO JACARANDA - RIO PRETO LTDA	DIESEL S10	28/02/2018		3,399	R$ / litro	BRANCA
SE	SP	SAO JOSE DO RIO PRETO	VITÓRIA COMÉRCIO DE DERIVADOS DE PETRÓLEO LTDA.	DIESEL S10	28/02/2018		3,399	R$ / litro	PETROBRAS DISTRIBUIDORA S.A.
SE	SP	SAO JOSE DO RIO PRETO	AUTO POSTO BEIRA DO RIO - RIO PRETO LTDA.	DIESEL S10	07/03/2018		3,359	R$ / litro	IPIRANGA
SE	SP	SAO JOSE DO RIO PRETO	AUTO POSTO CECAP LTDA	DIESEL S10	07/03/2018		3,499	R$ / litro	IPIRANGA
SE	SP	SAO JOSE DO RIO PRETO	AUTO POSTO DORADAO RIO PRETO LTDA	DIESEL S10	07/03/2018	2,913	3,35	R$ / litro	BRANCA
SE	SP	SAO JOSE DO RIO PRETO	AUTO POSTO FENIX RIO PRETO LTDA	DIESEL S10	07/03/2018		3,497	R$ / litro	IPIRANGA
SE	SP	SAO JOSE DO RIO PRETO	AUTO POSTO FLORIDO - RIO PRETO LTDA.	DIESEL S10	07/03/2018		3,447	R$ / litro	IPIRANGA
SE	SP	SAO JOSE DO RIO PRETO	AUTO POSTO PEROLA - RIO PRETO LTDA.	DIESEL S10	07/03/2018		3,399	R$ / litro	PETROBRAS DISTRIBUIDORA S.A.
SE	SP	SAO JOSE DO RIO PRETO	AUTO POSTO PRIMAVERA MURCHID LTDA.	DIESEL S10	07/03/2018	3,041	3,499	R$ / litro	RAIZEN
SE	SP	SAO JOSE DO RIO PRETO	AUTO POSTO RIO PIEDADE LTDA	DIESEL S10	07/03/2018		3,199	R$ / litro	BRANCA
SE	SP	SAO JOSE DO RIO PRETO	ECO POSTO AEROPORTO LIMITADA	DIESEL S10	07/03/2018	3,0188	3,399	R$ / litro	PETROBRAS DISTRIBUIDORA S.A.
SE	SP	SAO JOSE DO RIO PRETO	MARTINELI AUTO POSTO LTDA	DIESEL S10	07/03/2018		3,199	R$ / litro	RAIZEN
SE	SP	SAO JOSE DO RIO PRETO	POSTO ITAMARATI - ANANDA LTDA	DIESEL S10	07/03/2018		3,299	R$ / litro	PETROBRAS DISTRIBUIDORA S.A.
SE	SP	SAO JOSE DO RIO PRETO	POSTO MONTE CARLO RIO PRETO LTDA	DIESEL S10	07/03/2018		3,299	R$ / litro	PETROBRAS DISTRIBUIDORA S.A.
SE	SP	SAO JOSE DO RIO PRETO	POSTO PALESTRA COMBUSTIVEIS - RIO PRETO LTDA.	DIESEL S10	07/03/2018		3,319	R$ / litro	BRANCA
SE	SP	SAO JOSE DO RIO PRETO	ROMANO MORGON ZANI & CIA LTDA	DIESEL S10	07/03/2018		3,399	R$ / litro	PETROBRAS DISTRIBUIDORA S.A.
SE	SP	SAO JOSE DO RIO PRETO	AUTO POSTO ANDORINHAS RIO PRETO LTDA	DIESEL S10	14/03/2018		3,399	R$ / litro	IPIRANGA
SE	SP	SAO JOSE DO RIO PRETO	AUTO POSTO DO IPE - RIO PRETO LTDA	DIESEL S10	14/03/2018	2,8691	3,199	R$ / litro	BRANCA
SE	SP	SAO JOSE DO RIO PRETO	AUTO POSTO H. P. RIO PRETO EIRELI	DIESEL S10	14/03/2018		3,379	R$ / litro	IPIRANGA
SE	SP	SAO JOSE DO RIO PRETO	AUTO POSTO ITAIPU BASSITT LTDA	DIESEL S10	14/03/2018	3,063	3,299	R$ / litro	RAIZEN
SE	SP	SAO JOSE DO RIO PRETO	AUTO POSTO ITAMARATI - MITOCONDRIA LTDA.	DIESEL S10	14/03/2018	2,985	3,299	R$ / litro	PETROBRAS DISTRIBUIDORA S.A.
SE	SP	SAO JOSE DO RIO PRETO	AUTO POSTO ITAMARATI LIBERTY LTDA.	DIESEL S10	14/03/2018		3,299	R$ / litro	PETROBRAS DISTRIBUIDORA S.A.
SE	SP	SAO JOSE DO RIO PRETO	AUTO POSTO M C RIO PRETO LTDA - ME	DIESEL S10	14/03/2018		3,099	R$ / litro	IPIRANGA
SE	SP	SAO JOSE DO RIO PRETO	AUTO POSTO MERCADÃO RIO PRETO LTDA.	DIESEL S10	14/03/2018		3,497	R$ / litro	IPIRANGA
SE	SP	SAO JOSE DO RIO PRETO	AUTO POSTO PACOCAO KM 52 LTDA	DIESEL S10	14/03/2018		3,159	R$ / litro	RAIZEN
SE	SP	SAO JOSE DO RIO PRETO	AUTO POSTO PORCINO LTDA	DIESEL S10	14/03/2018	3,03	3,479	R$ / litro	RAIZEN
SE	SP	SAO JOSE DO RIO PRETO	AUTO POSTO POTI LTDA	DIESEL S10	14/03/2018	3,0611	3,407	R$ / litro	IPIRANGA
SE	SP	SAO JOSE DO RIO PRETO	CURVA DA GALINHA AUTO POSTO LTDA	DIESEL S10	14/03/2018	3,0367	3,259	R$ / litro	RAIZEN
SE	SP	SAO JOSE DO RIO PRETO	FORTUNATO & ZAFANI LTDA	DIESEL S10	14/03/2018		3,199	R$ / litro	BRANCA
SE	SP	SAO JOSE DO RIO PRETO	PETRO BADY COMERCIO DE COMBUSTIVEIS LTDA	DIESEL S10	14/03/2018	3,06	3,397	R$ / litro	RAIZEN
SE	SP	SAO JOSE DO RIO PRETO	POSTO ITAMARATI  JAYA LTDA	DIESEL S10	14/03/2018	2,91	3,299	R$ / litro	BRANCA
SE	SP	SAO JOSE DO RIO PRETO	POSTO ITAMARATI - STAR ALLIANCE LTDA	DIESEL S10	14/03/2018		3,299	R$ / litro	PETROBRAS DISTRIBUIDORA S.A.
SE	SP	SAO JOSE DO RIO PRETO	POSTO ITAMARATI PRAKASH LTDA	DIESEL S10	14/03/2018		3,299	R$ / litro	PETROBRAS DISTRIBUIDORA S.A.
SE	SP	SAO JOSE DO RIO PRETO	POSTO JACARANDA - RIO PRETO LTDA	DIESEL S10	14/03/2018		3,199	R$ / litro	BRANCA
SE	SP	SAO JOSE DO RIO PRETO	VITÓRIA COMÉRCIO DE DERIVADOS DE PETRÓLEO LTDA.	DIESEL S10	14/03/2018		3,399	R$ / litro	PETROBRAS DISTRIBUIDORA S.A.
SE	SP	SAO JOSE DO RIO PRETO	AUTO POSTO CECAP LTDA	DIESEL S10	20/03/2018		3,499	R$ / litro	IPIRANGA
SE	SP	SAO JOSE DO RIO PRETO	AUTO POSTO DORADAO RIO PRETO LTDA	DIESEL S10	20/03/2018		3,349	R$ / litro	BRANCA
SE	SP	SAO JOSE DO RIO PRETO	AUTO POSTO FLORIDO - RIO PRETO LTDA.	DIESEL S10	20/03/2018	3,14	3,447	R$ / litro	IPIRANGA
SE	SP	SAO JOSE DO RIO PRETO	AUTO POSTO PEROLA - RIO PRETO LTDA.	DIESEL S10	20/03/2018		3,399	R$ / litro	PETROBRAS DISTRIBUIDORA S.A.
SE	SP	SAO JOSE DO RIO PRETO	AUTO POSTO PRIMAVERA MURCHID LTDA.	DIESEL S10	20/03/2018	3,0589	3,499	R$ / litro	RAIZEN
SE	SP	SAO JOSE DO RIO PRETO	AUTO POSTO RIO PIEDADE LTDA	DIESEL S10	20/03/2018		3,199	R$ / litro	BRANCA
SE	SP	SAO JOSE DO RIO PRETO	CHAPADI - AUTO POSTO LTDA	DIESEL S10	20/03/2018		3,229	R$ / litro	BRANCA
SE	SP	SAO JOSE DO RIO PRETO	ECO POSTO AEROPORTO LIMITADA	DIESEL S10	20/03/2018		3,399	R$ / litro	PETROBRAS DISTRIBUIDORA S.A.
SE	SP	SAO JOSE DO RIO PRETO	PERES & PERES LTDA	DIESEL S10	20/03/2018		3,479	R$ / litro	IPIRANGA
SE	SP	SAO JOSE DO RIO PRETO	POSTO ITAMARATI - ANANDA LTDA	DIESEL S10	20/03/2018		3,299	R$ / litro	PETROBRAS DISTRIBUIDORA S.A.
SE	SP	SAO JOSE DO RIO PRETO	POSTO ITAMARATI - MARCOPOLO LTDA	DIESEL S10	20/03/2018		3,299	R$ / litro	PETROBRAS DISTRIBUIDORA S.A.
SE	SP	SAO JOSE DO RIO PRETO	POSTO MONTE CARLO RIO PRETO LTDA	DIESEL S10	20/03/2018	2,9018	3,299	R$ / litro	PETROBRAS DISTRIBUIDORA S.A.
SE	SP	SAO JOSE DO RIO PRETO	POSTO PALESTRA COMBUSTIVEIS - RIO PRETO LTDA.	DIESEL S10	20/03/2018	2,858	3,199	R$ / litro	BRANCA
SE	SP	SAO JOSE DO RIO PRETO	R PORCINI & CIA LTDA	DIESEL S10	20/03/2018		3,259	R$ / litro	BRANCA
SE	SP	SAO JOSE DO RIO PRETO	ROMANO MORGON ZANI & CIA LTDA	DIESEL S10	20/03/2018		3,349	R$ / litro	PETROBRAS DISTRIBUIDORA S.A.
SE	SP	SAO JOSE DO RIO PRETO	AUTO POSTO ANDORINHAS RIO PRETO LTDA	DIESEL S10	29/03/2018		3,399	R$ / litro	IPIRANGA
SE	SP	SAO JOSE DO RIO PRETO	AUTO POSTO DO IPE - RIO PRETO LTDA	DIESEL S10	29/03/2018		3,199	R$ / litro	BRANCA
SE	SP	SAO JOSE DO RIO PRETO	AUTO POSTO H. P. RIO PRETO EIRELI	DIESEL S10	29/03/2018		3,379	R$ / litro	IPIRANGA
SE	SP	SAO JOSE DO RIO PRETO	AUTO POSTO ITAIPU BASSITT LTDA	DIESEL S10	29/03/2018	3,157	3,299	R$ / litro	RAIZEN
SE	SP	SAO JOSE DO RIO PRETO	AUTO POSTO ITAMARATI - MITOCONDRIA LTDA.	DIESEL S10	29/03/2018	2,977	3,349	R$ / litro	PETROBRAS DISTRIBUIDORA S.A.
SE	SP	SAO JOSE DO RIO PRETO	AUTO POSTO M C RIO PRETO LTDA - ME	DIESEL S10	29/03/2018		3,099	R$ / litro	IPIRANGA
SE	SP	SAO JOSE DO RIO PRETO	AUTO POSTO MERCADÃO RIO PRETO LTDA.	DIESEL S10	29/03/2018		3,497	R$ / litro	IPIRANGA
SE	SP	SAO JOSE DO RIO PRETO	AUTO POSTO PACOCAO KM 52 LTDA	DIESEL S10	29/03/2018		3,159	R$ / litro	RAIZEN
SE	SP	SAO JOSE DO RIO PRETO	AUTO POSTO PORCINO LTDA	DIESEL S10	29/03/2018		3,479	R$ / litro	RAIZEN
SE	SP	SAO JOSE DO RIO PRETO	AUTO POSTO POTI LTDA	DIESEL S10	29/03/2018		3,407	R$ / litro	IPIRANGA
SE	SP	SAO JOSE DO RIO PRETO	AUTO POSTO SALOME LTDA	DIESEL S10	29/03/2018		3,397	R$ / litro	IPIRANGA
SE	SP	SAO JOSE DO RIO PRETO	CURVA DA GALINHA AUTO POSTO LTDA	DIESEL S10	29/03/2018		3,259	R$ / litro	RAIZEN
SE	SP	SAO JOSE DO RIO PRETO	FORTUNATO & ZAFANI LTDA	DIESEL S10	29/03/2018		3,199	R$ / litro	BRANCA
SE	SP	SAO JOSE DO RIO PRETO	PETRO BADY COMERCIO DE COMBUSTIVEIS LTDA	DIESEL S10	29/03/2018		3,497	R$ / litro	RAIZEN
SE	SP	SAO JOSE DO RIO PRETO	POSTO ITAMARATI  JAYA LTDA	DIESEL S10	29/03/2018	2,988	3,299	R$ / litro	BRANCA
SE	SP	SAO JOSE DO RIO PRETO	POSTO ITAMARATI - STAR ALLIANCE LTDA	DIESEL S10	29/03/2018		3,299	R$ / litro	PETROBRAS DISTRIBUIDORA S.A.
SE	SP	SAO JOSE DO RIO PRETO	POSTO ITAMARATI PRAKASH LTDA	DIESEL S10	29/03/2018	2,969	3,299	R$ / litro	PETROBRAS DISTRIBUIDORA S.A.
SE	SP	SAO JOSE DO RIO PRETO	POSTO JACARANDA - RIO PRETO LTDA	DIESEL S10	29/03/2018		3,199	R$ / litro	BRANCA
SE	SP	SAO JOSE DO RIO PRETO	VITÓRIA COMÉRCIO DE DERIVADOS DE PETRÓLEO LTDA.	DIESEL S10	29/03/2018		3,399	R$ / litro	PETROBRAS DISTRIBUIDORA S.A.
SE	SP	SAO JOSE DO RIO PRETO	AUTO POSTO CECAP LTDA	DIESEL S10	04/04/2018		3,499	R$ / litro	IPIRANGA
SE	SP	SAO JOSE DO RIO PRETO	AUTO POSTO DORADAO RIO PRETO LTDA	DIESEL S10	04/04/2018		3,349	R$ / litro	BRANCA
SE	SP	SAO JOSE DO RIO PRETO	AUTO POSTO FLORIDO - RIO PRETO LTDA.	DIESEL S10	04/04/2018		3,447	R$ / litro	IPIRANGA
SE	SP	SAO JOSE DO RIO PRETO	AUTO POSTO GENERAL LTDA	DIESEL S10	04/04/2018		3,497	R$ / litro	IPIRANGA
SE	SP	SAO JOSE DO RIO PRETO	AUTO POSTO MEDIANI PIRES LTDA	DIESEL S10	04/04/2018		3,495	R$ / litro	RAIZEN
SE	SP	SAO JOSE DO RIO PRETO	AUTO POSTO PRIMAVERA MURCHID LTDA.	DIESEL S10	04/04/2018	3,1624	3,499	R$ / litro	RAIZEN
SE	SP	SAO JOSE DO RIO PRETO	AUTO POSTO RIO PIEDADE LTDA	DIESEL S10	04/04/2018		3,259	R$ / litro	BRANCA
SE	SP	SAO JOSE DO RIO PRETO	AUTO POSTO ZAFANI RIO PRETO LTDA	DIESEL S10	04/04/2018		3,379	R$ / litro	PETROBRAS DISTRIBUIDORA S.A.
SE	SP	SAO JOSE DO RIO PRETO	CHAPADI - AUTO POSTO LTDA	DIESEL S10	04/04/2018		3,259	R$ / litro	BRANCA
SE	SP	SAO JOSE DO RIO PRETO	ECO POSTO AEROPORTO LIMITADA	DIESEL S10	04/04/2018	3,1536	3,499	R$ / litro	PETROBRAS DISTRIBUIDORA S.A.
SE	SP	SAO JOSE DO RIO PRETO	POSTO ITAMARATI - ANANDA LTDA	DIESEL S10	04/04/2018		3,349	R$ / litro	PETROBRAS DISTRIBUIDORA S.A.
SE	SP	SAO JOSE DO RIO PRETO	POSTO ITAMARATI 10 - RIO PRETO LTDA	DIESEL S10	04/04/2018		3,349	R$ / litro	PETROBRAS DISTRIBUIDORA S.A.
SE	SP	SAO JOSE DO RIO PRETO	R PORCINI & CIA LTDA	DIESEL S10	04/04/2018		3,259	R$ / litro	BRANCA
SE	SP	SAO JOSE DO RIO PRETO	AUTO POSTO ITAIPU BASSITT LTDA	DIESEL S10	11/04/2018	3,194	3,299	R$ / litro	RAIZEN
SE	SP	SAO JOSE DO RIO PRETO	VITÓRIA COMÉRCIO DE DERIVADOS DE PETRÓLEO LTDA.	DIESEL S10	11/04/2018	3,1185	3,399	R$ / litro	PETROBRAS DISTRIBUIDORA S.A.
SE	SP	SAO JOSE DO RIO PRETO	AUTO POSTO ANDORINHAS RIO PRETO LTDA	DIESEL S10	12/04/2018		3,399	R$ / litro	IPIRANGA
SE	SP	SAO JOSE DO RIO PRETO	AUTO POSTO DO IPE - RIO PRETO LTDA	DIESEL S10	12/04/2018		3,249	R$ / litro	BRANCA
SE	SP	SAO JOSE DO RIO PRETO	AUTO POSTO ESTORIL RIO PRETO LTDA	DIESEL S10	12/04/2018		3,349	R$ / litro	RAIZEN
SE	SP	SAO JOSE DO RIO PRETO	AUTO POSTO H. P. RIO PRETO EIRELI	DIESEL S10	12/04/2018		3,379	R$ / litro	IPIRANGA
SE	SP	SAO JOSE DO RIO PRETO	AUTO POSTO ITAMARATI - MITOCONDRIA LTDA.	DIESEL S10	12/04/2018	3,099	3,379	R$ / litro	PETROBRAS DISTRIBUIDORA S.A.
SE	SP	SAO JOSE DO RIO PRETO	AUTO POSTO ITAMARATI LIBERTY LTDA.	DIESEL S10	12/04/2018	3,087	3,349	R$ / litro	PETROBRAS DISTRIBUIDORA S.A.
SE	SP	SAO JOSE DO RIO PRETO	AUTO POSTO M C RIO PRETO LTDA - ME	DIESEL S10	12/04/2018		3,499	R$ / litro	IPIRANGA
SE	SP	SAO JOSE DO RIO PRETO	AUTO POSTO MERCADÃO RIO PRETO LTDA.	DIESEL S10	12/04/2018		3,497	R$ / litro	IPIRANGA
SE	SP	SAO JOSE DO RIO PRETO	AUTO POSTO PACOCAO KM 52 LTDA	DIESEL S10	12/04/2018		3,269	R$ / litro	RAIZEN
SE	SP	SAO JOSE DO RIO PRETO	AUTO POSTO PORCINO LTDA	DIESEL S10	12/04/2018		3,479	R$ / litro	RAIZEN
SE	SP	SAO JOSE DO RIO PRETO	AUTO POSTO SALOME LTDA	DIESEL S10	12/04/2018		3,497	R$ / litro	IPIRANGA
SE	SP	SAO JOSE DO RIO PRETO	FORTUNATO & ZAFANI LTDA	DIESEL S10	12/04/2018		3,299	R$ / litro	BRANCA
SE	SP	SAO JOSE DO RIO PRETO	PETRO BADY COMERCIO DE COMBUSTIVEIS LTDA	DIESEL S10	12/04/2018		3,497	R$ / litro	RAIZEN
SE	SP	SAO JOSE DO RIO PRETO	POSTO ITAMARATI  JAYA LTDA	DIESEL S10	12/04/2018	3,013	3,349	R$ / litro	BRANCA
SE	SP	SAO JOSE DO RIO PRETO	POSTO ITAMARATI - STAR ALLIANCE LTDA	DIESEL S10	12/04/2018		3,329	R$ / litro	PETROBRAS DISTRIBUIDORA S.A.
SE	SP	SAO JOSE DO RIO PRETO	POSTO ITAMARATI PRAKASH LTDA	DIESEL S10	12/04/2018	3,1	3,349	R$ / litro	PETROBRAS DISTRIBUIDORA S.A.
SE	SP	SAO JOSE DO RIO PRETO	POSTO JACARANDA - RIO PRETO LTDA	DIESEL S10	12/04/2018		3,199	R$ / litro	BRANCA
SE	SP	SAO JOSE DO RIO PRETO	AUTO POSTO BEIRA DO RIO - RIO PRETO LTDA.	DIESEL S10	18/04/2018		3,459	R$ / litro	IPIRANGA
SE	SP	SAO JOSE DO RIO PRETO	AUTO POSTO CECAP LTDA	DIESEL S10	18/04/2018		3,597	R$ / litro	IPIRANGA
SE	SP	SAO JOSE DO RIO PRETO	AUTO POSTO DORADAO RIO PRETO LTDA	DIESEL S10	18/04/2018		3,349	R$ / litro	BRANCA
SE	SP	SAO JOSE DO RIO PRETO	AUTO POSTO FENIX RIO PRETO LTDA	DIESEL S10	18/04/2018		3,597	R$ / litro	IPIRANGA
SE	SP	SAO JOSE DO RIO PRETO	AUTO POSTO FLORIDO - RIO PRETO LTDA.	DIESEL S10	18/04/2018		3,447	R$ / litro	IPIRANGA
SE	SP	SAO JOSE DO RIO PRETO	AUTO POSTO MEDIANI PIRES LTDA	DIESEL S10	18/04/2018	3,3391	3,595	R$ / litro	RAIZEN
